counter,latitude,longitude,idx
55,4007655,11630854,360
60,3999799,11646615,361
46,3998024,11635307,362
43,3987331,11644477,363
49,3992695,11643396,364
73,3997388,11631170,365
27,3985662,11639294,366
20,3991062,11635934,367
66,3986214,11637884,368
18,3992244,11634844,369
34,3985667,11629778,370
24,3991088,11642039,371
21,3996380,11642968,372
60,3991706,11634061,373
46,3988350,11635272,374
78,4021272,11623441,375
54,3992748,11645516,376
20,3972230,11630271,377
80,4029357,11664282,378
27,3998343,11633154,379
40,3995726,11644164,380
46,3993966,11643003,381
55,3989458,11667613,382
25,3994862,11645493,383
64,4031014,11662340,384
20,3976111,11630585,385
80,4033143,11663301,386
58,4031361,11663183,387
28,3987711,11636619,388
38,3993317,11644910,389
36,3993615,11649929,390
68,3989597,11631792,391
50,4000720,11628181,392
24,3992331,11644240,393
32,3989585,11640768,394
68,3995584,11634030,395
31,4001176,11646380,396
53,3989551,11645216,397
20,4011738,11644051,398
17,4005355,11660923,399
14,4006326,11640672,400
41,4013043,11662289,401
66,3989145,11642170,402
28,3994377,11645685,403
48,3998554,11633583,404
45,3995338,11641900,405
68,3997576,11641875,406
20,3973647,11632872,407
80,4031677,11663902,408
32,4004993,11660751,409
28,3990970,11651356,410
42,3984594,11640853,411
30,3990677,11622982,412
58,3992959,11645535,413
20,3989211,11651761,414
71,3999096,11636287,415
30,3975533,11630464,416
24,3989420,11641238,417
21,4001817,11628385,418
26,3998271,11648339,419
39,3995003,11637735,420
24,3989025,11641262,421
21,3993276,11645595,422
40,3976984,11618498,423
24,3988134,11645535,424
41,3993574,11627146,425
66,3998599,11637523,426
26,3992885,11643748,427
44,3978674,11632596,428
50,4013870,11710143,429
48,3972250,11611736,430
39,4005664,11640603,431
54,3985943,11638170,432
34,3990444,11642060,433
59,4005322,11661056,434
28,3995444,11653343,435
48,4000634,11634299,436
40,3994377,11645702,437
28,3992262,11634695,438
55,3996600,11633519,439
39,3999113,11633087,440
52,3993513,11636224,441
34,3991260,11646356,442
20,4000452,11640319,443
34,3999168,11633700,444
61,3999729,11642193,445
49,3985317,11636510,446
19,3997576,11632804,447
16,3989577,11641176,448
32,3981585,11652087,449
68,4020943,11624673,450
32,4007796,11627136,451
35,4002847,11641165,452
34,3973814,11632106,453
33,3971182,11606552,454
28,3975594,11664640,455
63,3989540,11631675,456
71,3998029,11635451,457
30,3970911,11632584,458
24,3999799,11646469,459
14,3987427,11667239,460
76,3999967,11637436,461
42,3990338,11642145,462
73,3994268,11634407,463
50,3992254,11630612,464
55,3994431,11636608,465
45,4003503,11641059,466
65,3987113,11628841,467
59,3996616,11635771,468
65,3992271,11643525,469
65,3992022,11645513,470
61,4000050,11638158,471
49,3983421,11636441,472
40,3997283,11641845,473
38,3991375,11648990,474
66,3992978,11646959,475
40,3993230,11644579,476
20,3993380,11629703,477
32,3990139,11663036,478
48,3992200,11645492,479
40,3986054,11637147,480
66,3977827,11656154,481
63,3996740,11629557,482
36,4013033,11664524,483
82,3995088,11635409,484
65,3982716,11627999,485
24,3986029,11637112,486
55,3994751,11645281,487
39,3990657,11642386,488
28,4001128,11646092,489
48,4000302,11642151,490
60,3993958,11642609,491
46,3993410,11648545,492
44,4020830,11622786,493
49,3987733,11636776,494
54,4031522,11665394,495
82,3989333,11636832,496
46,3995801,11642552,497
55,3988504,11666458,498
53,3989500,11631673,499
18,4001135,11642976,500
24,3997001,11647235,501
50,3990686,11641861,502
66,3986885,11642415,503
63,3995742,11642892,504
51,3986401,11669062,505
81,3985368,11629563,506
50,3990619,11638982,507
57,4003900,11636371,508
51,3970580,11666542,509
81,3987020,11636795,510
46,3989793,11647847,511
81,3990532,11643255,512
26,4002996,11631853,513
39,3993664,11632765,514
44,3990191,11664385,515
12,3993226,11644923,516
25,3996843,11637749,517
64,4028763,11663654,518
25,3989998,11641168,519
64,4029050,11664051,520
60,3988560,11641404,521
46,3989944,11648552,522
52,3988294,11637884,523
55,3999922,11647893,524
52,3984458,11642560,525
34,3987917,11638441,526
49,3983985,11634529,527
56,3994934,11643643,528
28,4007315,11626404,529
50,3985254,11640426,530
40,3990169,11641205,531
75,3995167,11635522,532
41,3988906,11662954,533
66,3996863,11631929,534
33,3987575,11632064,535
14,3979780,11632358,536
52,3985897,11625045,537
31,3998016,11636353,538
58,3999098,11633081,539
36,3991040,11635482,540
58,4031933,11662464,541
10,4045820,11596996,542
26,3998333,11647658,543
66,3997518,11632619,544
44,3990480,11663241,545
12,3997593,11647171,546
68,3993577,11633257,547
66,3994290,11636360,548
62,3989185,11647074,549
34,3989805,11641222,550
30,3996138,11632130,551
24,4003513,11620915,552
76,3997337,11641854,553
42,3993176,11631942,554
71,3991093,11635479,555
54,4000654,11637475,556
35,3990429,11622796,557
59,3998106,11630508,558
53,3995965,11634897,559
70,3994659,11635280,560
46,3986559,11641521,561
81,3998829,11639813,562
46,3994787,11645417,563
19,3990761,11667034,564
46,3988310,11645141,565
55,3984244,11673246,566
71,3996648,11637137,567
54,4005180,11661056,568
52,3987182,11644467,569
56,3990561,11633362,570
25,3989089,11631717,571
54,3999739,11646735,572
76,3978065,11631117,573
25,4005140,11661126,574
40,3993215,11636692,575
75,3999667,11641575,576
50,3985828,11627174,577
18,3992141,11664821,578
49,3999286,11637242,579
56,3996025,11637307,580
50,3990159,11639388,581
57,3992315,11642450,582
66,3999052,11636301,583
63,3993501,11633361,584
38,3965445,11607929,585
80,4031461,11665175,586
65,3982961,11629143,587
24,3983880,11637602,588
28,3996875,11653377,589
48,3996694,11637151,590
46,4004706,11658319,591
32,3991500,11654143,592
39,3990179,11641002,593
62,4032124,11663156,594
38,3989737,11646106,595
36,3993613,11649964,596
32,3994860,11645718,597
43,3990886,11647608,598
52,3995985,11634710,599
34,4003252,11620927,600
34,3979099,11639222,601
24,3989655,11645436,602
18,3990182,11626764,603
34,3999434,11642417,604
36,4011287,11667797,605
82,3998574,11633459,606
52,3982230,11628750,607
43,3990142,11638168,608
20,3999896,11634634,609
66,3990368,11642182,610
44,3986324,11668516,611
16,4011230,11655865,612
48,3993021,11649807,613
45,4007887,11658687,614
20,3989882,11635296,615
24,3990738,11647653,616
49,3994296,11635741,617
56,3999117,11632106,618
54,3998976,11633124,619
66,3986393,11639410,620
14,4031741,11663910,621
48,3995035,11640201,622
52,3988998,11628488,623
55,3987805,11630161,624
49,3991481,11635836,625
56,3998671,11648587,626
34,3975539,11630740,627
33,3972196,11611662,628
43,3987283,11646620,629
67,3997534,11649977,630
66,3988769,11636635,631
65,3991319,11627039,632
34,3969748,11637414,633
33,3971195,11607405,634
22,4006782,11642709,635
70,3990259,11621705,636
51,3989483,11668139,637
81,3990470,11626832,638
26,3987459,11634063,639
40,3994489,11634360,640
58,4031476,11662584,641
32,3993295,11631385,642
36,4008188,11665555,643
82,3997530,11635305,644
38,3986381,11638086,645
42,3999262,11637218,646
48,3997775,11636354,647
45,3993940,11640794,648
46,3988294,11643814,649
19,3992578,11663457,650
32,4006962,11627598,651
35,4005946,11634290,652
48,3993956,11643050,653
56,3999102,11631801,654
48,3986587,11650783,655
12,3985001,11630407,656
42,3990424,11642048,657
44,4013830,11712006,658
17,3995427,11627487,659
47,3994889,11641911,660
17,3988870,11628890,661
34,3992226,11651156,662
66,4008816,11653366,663
65,3992057,11641146,664
34,3989936,11628884,665
38,3975631,11632510,666
58,3993228,11642273,667
49,3995699,11643338,668
78,4022450,11622734,669
44,3993254,11635299,670
19,3997017,11630066,671
16,3992108,11643979,672
48,3992601,11644903,673
40,3997523,11634306,674
16,4020123,11623593,675
36,3996582,11636383,676
50,3998398,11631105,677
36,3996832,11640092,678
44,3989363,11667169,679
28,3988985,11669082,680
65,3993680,11646857,681
65,3995407,11630281,682
62,3989337,11640913,683
34,3985542,11636794,684
46,3988575,11641485,685
55,3989537,11668535,686
32,3986673,11648212,687
36,4003593,11630877,688
60,4003591,11630423,689
46,3994308,11646282,690
36,4012898,11664801,691
32,3985965,11650387,692
40,3990902,11641157,693
38,3996063,11641187,694
46,3990223,11633051,695
81,3999044,11639916,696
82,3996572,11647533,697
64,3992351,11645342,698
52,4031440,11662485,699
21,3992402,11629207,700
38,3973155,11612989,701
80,4030748,11662436,702
65,3990585,11626766,703
59,3992815,11642602,704
26,3993568,11649922,705
66,3994554,11645579,706
82,3998603,11634958,707
20,3992154,11648092,708
21,3992477,11659363,709
53,4004252,11627560,710
24,3996741,11640637,711
68,3996611,11633237,712
32,3995031,11631867,713
81,3982971,11631245,714
46,3991295,11640681,715
57,3992361,11641116,716
54,3989774,11630460,717
38,3974885,11630604,718
24,4001736,11652329,719
18,4007933,11631726,720
18,3986424,11637332,721
38,4001293,11645855,722
32,3998516,11629957,723
81,3998862,11636305,724
46,3992163,11644000,725
55,3989435,11667485,726
66,4001331,11641026,727
66,3987686,11636798,728
58,3993448,11643758,729
49,3994419,11638773,730
40,3999308,11641307,731
34,3992558,11627449,732
71,3998033,11635457,733
30,3972039,11632520,734
61,3996632,11652862,735
49,3988316,11630270,736
46,3998180,11640512,737
55,3990470,11664089,738
32,4007834,11658698,739
38,3994690,11633463,740
40,3990705,11642897,741
38,3996842,11636947,742
41,3993012,11642821,743
66,3991352,11641599,744
45,4001387,11634210,745
68,3994207,11637317,746
12,3992219,11645539,747
20,3990964,11630196,748
38,3974390,11608709,749
80,4032534,11663933,750
48,3993488,11634976,751
40,3989560,11631287,752
46,3995645,11649301,753
32,3996079,11662626,754
50,4000061,11646945,755
57,3977047,11621197,756
20,3993987,11642921,757
68,3997992,11634095,758
54,3986985,11647556,759
38,3972522,11633356,760
48,3996419,11631596,761
45,3993793,11640703,762
34,3994584,11629286,763
24,4021160,11669183,764
39,3998722,11646556,765
35,3986669,11627678,766
48,3986209,11640265,767
59,3992304,11634338,768
60,3996197,11642985,769
17,3985373,11636006,770
42,3987012,11644452,771
30,4002694,11627058,772
76,3987622,11634137,773
25,3991403,11653435,774
66,3989072,11644290,775
65,3992397,11641989,776
58,4029060,11664059,777
32,3996262,11629394,778
12,4006459,11658284,779
20,3986357,11629377,780
71,3995007,11637289,781
54,4001221,11636553,782
44,3989517,11668194,783
12,3995180,11643364,784
58,4033341,11663341,785
32,4000316,11646729,786
52,3996022,11627590,787
49,3986737,11654981,788
45,3999218,11635127,789
68,4008589,11629888,790
32,3985828,11623249,791
34,3997312,11629169,792
18,3995495,11645200,793
41,3998089,11648349,794
58,3999960,11633905,795
14,3997517,11633921,796
30,4007403,11635266,797
66,3991098,11658679,798
39,4005234,11640709,799
62,4031617,11663148,800
82,3989577,11641058,801
64,4010450,11641651,802
32,3993248,11643150,803
35,3988361,11626970,804
48,3998491,11633819,805
40,3990917,11647509,806
44,3986572,11665624,807
16,4008763,11640626,808
58,3989131,11663635,809
22,3980682,11639660,810
52,4029649,11660357,811
44,4014818,11710475,812
54,3988495,11641398,813
66,3993635,11629814,814
50,3997070,11628953,815
57,3995830,11627445,816
48,3988636,11645315,817
45,3997604,11645812,818
41,3990674,11631562,819
66,3997440,11630263,820
52,3990723,11629604,821
31,3987928,11635758,822
39,4006030,11637052,823
62,4034064,11663053,824
40,3996617,11635768,825
75,3996146,11644597,826
32,3991409,11635371,827
56,3996475,11629644,828
46,3988313,11644708,829
19,3995488,11671310,830
51,3991106,11669155,831
81,3990771,11644411,832
14,3996144,11649396,833
59,3993535,11618464,834
82,3991265,11634062,835
64,3999675,11647436,836
60,3993737,11635260,837
46,3990981,11631068,838
17,3967022,11631369,839
28,3990100,11665228,840
66,3988964,11631540,841
42,3990132,11668352,842
32,3987863,11638099,843
34,4006952,11627607,844
26,3998234,11631943,845
39,3990293,11627216,846
27,3998360,11633153,847
40,3996600,11644576,848
32,3984438,11642076,849
36,3996621,11632063,850
46,3989785,11648033,851
19,3990016,11664249,852
71,4002679,11641163,853
54,3996674,11630138,854
14,4005161,11650151,855
20,4012355,11640405,856
42,3985781,11643784,857
30,3991945,11620080,858
28,3998772,11641595,859
50,3990368,11641952,860
39,3993242,11644749,861
62,4033497,11662796,862
20,3990936,11641163,863
80,4031565,11664048,864
48,3990369,11642332,865
22,3986092,11638055,866
44,3990436,11668970,867
54,3986008,11639439,868
24,3995770,11640012,869
50,3990767,11642071,870
68,3994706,11641042,871
31,3995870,11643622,872
40,3992483,11634701,873
75,3997644,11641142,874
56,3993932,11636027,875
54,4000957,11648225,876
48,3994704,11645044,877
22,3989790,11640826,878
19,4004155,11626989,879
66,3983355,11649273,880
30,4002712,11627029,881
64,4032426,11667745,882
30,3993679,11634983,883
22,3990467,11629606,884
52,3994568,11626591,885
49,3996057,11644504,886
66,3994935,11630332,887
42,3990287,11663085,888
38,3973053,11633455,889
17,3990634,11640020,890
42,3988954,11635734,891
30,3998185,11646740,892
21,3997062,11649180,893
53,3991702,11649994,894
39,3999177,11641777,895
54,3988785,11635764,896
34,3973065,11632669,897
33,3972165,11614803,898
16,4021716,11624456,899
36,3998446,11641795,900
22,4045404,11597344,901
54,3986399,11638128,902
40,3996072,11633138,903
38,3994849,11643315,904
32,3999537,11647246,905
81,3993054,11631980,906
32,4003990,11641594,907
62,3989511,11631675,908
32,3995458,11646201,909
43,3991034,11647216,910
10,3989817,11635484,911
34,3992954,11651121,912
66,3994425,11628868,913
65,3991707,11633090,914
25,3990548,11619308,915
82,3994285,11629964,916
30,3993409,11644413,917
18,3991675,11655091,918
34,3992305,11642035,919
62,3988607,11630560,920
58,4034596,11665073,921
32,4000665,11648394,922
52,3989844,11637906,923
34,3992209,11626712,924
29,3987740,11637711,925
59,4001581,11636853,926
54,4032634,11663504,927
82,3992189,11636731,928
46,3993447,11643041,929
81,3990886,11640748,930
22,3997054,11644236,931
28,4003738,11636420,932
16,3993819,11640228,933
18,4002045,11642327,934
58,4028791,11663711,935
10,4046034,11597147,936
48,3993172,11646092,937
40,3991162,11647185,938
61,3992075,11651499,939
49,3986254,11642449,940
41,3990891,11631561,941
66,3997043,11634689,942
32,3999656,11641812,943
28,3987514,11630512,944
42,3987378,11641480,945
30,3993178,11626907,946
48,3991512,11651055,947
22,3990317,11641877,948
25,3986431,11639491,949
54,3998112,11648918,950
52,4031986,11662564,951
21,3996094,11649011,952
32,3992219,11634091,953
28,3984744,11633414,954
20,3991172,11641172,955
66,3988189,11637882,956
65,4000556,11636911,957
65,3995514,11637288,958
38,3978428,11640182,959
17,3994434,11646791,960
17,3987582,11648393,961
47,3991050,11641188,962
17,3994240,11626586,963
34,3997370,11649335,964
78,4022295,11625557,965
54,3979200,11648960,966
48,3986868,11645511,967
59,3991988,11635874,968
54,4029447,11662366,969
82,4000279,11636940,970
32,4002531,11641124,971
62,3985739,11644081,972
32,3997739,11630704,973
81,3997538,11636210,974
36,4012209,11664538,975
32,3992447,11646086,976
32,3994474,11644215,977
56,3990378,11642301,978
52,3990791,11637014,979
55,3991174,11641157,980
32,4001177,11626531,981
35,3991359,11649510,982
21,3996032,11648761,983
53,3992475,11659145,984
22,4046013,11597187,985
54,3987381,11634763,986
82,3997546,11647253,987
64,3993236,11645385,988
52,3988006,11634401,989
56,3990285,11636990,990
48,3987996,11646162,991
75,4004480,11633063,992
65,3996031,11643942,993
65,3991822,11649589,994
66,3992571,11632805,995
63,4004476,11634124,996
50,3989873,11639352,997
57,4003714,11641735,998
18,4013023,11665081,999
62,4033417,11663375,1000
60,3991121,11635351,1001
46,3991269,11645425,1002
33,3986463,11637316,1003
22,3992211,11635192,1004
48,3987713,11646164,1005
45,3999441,11644442,1006
40,3978493,11648963,1007
31,4007327,11631141,1008
45,3998489,11633817,1009
66,3996498,11640128,1010
46,3989456,11637831,1011
19,3985451,11671550,1012
32,3997068,11639588,1013
62,3987653,11644986,1014
60,3998867,11648069,1015
46,3990966,11632429,1016
54,3991420,11641710,1017
38,3974568,11633216,1018
76,3995590,11645068,1019
42,3995727,11644201,1020
65,3995949,11644382,1021
28,4046149,11596866,1022
29,3992134,11643460,1023
44,3975784,11635264,1024
58,3986002,11645390,1025
22,3990291,11640995,1026
40,3991195,11644236,1027
75,3998560,11634031,1028
33,3999664,11638520,1029
22,3989961,11649278,1030
17,3989556,11628861,1031
34,3997067,11649351,1032
38,3976463,11639639,1033
17,3992689,11644917,1034
66,3992978,11646959,1035
40,3993235,11644689,1036
38,3985585,11643255,1037
55,3988006,11666060,1038
38,3986665,11646578,1039
55,3990530,11663758,1040
40,3980195,11647214,1041
31,4007353,11631209,1042
66,3983459,11636450,1043
40,3996690,11636864,1044
24,3995008,11639949,1045
50,3986624,11634833,1046
32,4003163,11634029,1047
35,4005350,11661039,1048
36,3996222,11668761,1049
32,3993240,11643920,1050
71,3994112,11636945,1051
54,4000524,11638022,1052
26,3999946,11634684,1053
20,4013131,11668665,1054
43,3996184,11638938,1055
67,4003573,11640919,1056
32,3990654,11645497,1057
36,4002965,11632543,1058
33,3993636,11644537,1059
14,3976521,11641253,1060
56,3998595,11635329,1061
67,3995719,11645835,1062
12,3980705,11618525,1063
37,3987695,11629824,1064
68,3993102,11634826,1065
50,3995076,11632966,1066
38,3987107,11663264,1067
36,3988682,11635744,1068
60,3999839,11648024,1069
17,3993239,11644876,1070
66,3993204,11644409,1071
65,3987190,11643833,1072
68,3996079,11639897,1073
66,3989155,11645504,1074
32,3999968,11631893,1075
68,4022497,11625538,1076
68,3989435,11632783,1077
50,3993576,11634659,1078
82,3995813,11630212,1079
64,3996194,11644042,1080
20,3987637,11646164,1081
24,3986924,11638279,1082
76,3990143,11638524,1083
42,4003534,11631586,1084
30,3996944,11648626,1085
12,3995303,11645406,1086
66,3985783,11643783,1087
40,4002471,11633072,1088
49,4001066,11636525,1089
32,3992686,11642270,1090
39,3986621,11649700,1091
35,3974749,11633200,1092
38,3998659,11647269,1093
36,3991504,11650715,1094
18,3983875,11644646,1095
34,3987826,11629250,1096
26,3990729,11644518,1097
66,3996129,11636432,1098
26,3991663,11645901,1099
66,3996997,11644319,1100
48,3991708,11640503,1101
56,3990412,11623710,1102
66,3985134,11631796,1103
50,3992191,11634271,1104
40,3998424,11646358,1105
75,3997579,11641319,1106
65,3991838,11626923,1107
59,3993512,11643609,1108
32,3993658,11643034,1109
43,4022218,11623706,1110
50,4015000,11711229,1111
48,3972215,11611513,1112
35,4004317,11641685,1113
59,3995556,11631866,1114
39,3997164,11644170,1115
54,3989773,11636804,1116
40,3991461,11649226,1117
68,4022602,11617905,1118
18,3993236,11644870,1119
59,3991513,11636057,1120
61,4000979,11646276,1121
49,3983045,11633787,1122
18,3972127,11632726,1123
47,3975365,11674538,1124
32,3993577,11644919,1125
43,3999439,11633390,1126
24,4003321,11652355,1127
36,4011628,11666310,1128
16,3994034,11636642,1129
18,3992432,11644419,1130
52,3992090,11635883,1131
64,3994187,11641366,1132
52,4004613,11639974,1133
56,3992866,11633762,1134
24,3998114,11638179,1135
32,3989139,11643665,1136
56,3989020,11635723,1137
54,3992642,11645559,1138
30,3972406,11612182,1139
22,3990465,11621404,1140
18,3985115,11633916,1141
47,3995046,11646534,1142
50,3994745,11639949,1143
36,3992132,11637632,1144
24,3993926,11634955,1145
54,3990824,11640629,1146
40,3995775,11644238,1147
80,4032061,11661880,1148
32,3991885,11646340,1149
56,3998016,11635105,1150
