counter,latitude,longitude,idx
49,3988682,11651947,2350
34,3989556,11631412,2351
38,3975602,11632117,2352
50,3991515,11644745,2353
57,3977056,11621199,2354
30,3972430,11612184,2355
22,3993359,11635301,2356
62,3990811,11646726,2357
34,3990561,11641330,2358
52,4031113,11668367,2359
44,4014407,11710334,2360
30,3996860,11648383,2361
18,3997416,11640694,2362
58,3993307,11645595,2363
14,4014322,11622599,2364
27,3994289,11631900,2365
57,3997998,11647334,2366
40,3992400,11634731,2367
68,4021131,11622470,2368
78,4022693,11622706,2369
54,3987984,11635451,2370
78,4023377,11625743,2371
44,3989660,11624699,2372
76,3996942,11639254,2373
57,3994655,11635238,2374
66,3984735,11640843,2375
63,3995672,11642871,2376
40,3988729,11665682,2377
68,4021565,11624503,2378
26,3998672,11649282,2379
66,3998314,11632115,2380
44,3990137,11668467,2381
41,3991197,11645116,2382
44,3991031,11636599,2383
49,3997114,11633218,2384
76,3993099,11634878,2385
42,3995906,11645910,2386
20,3990800,11652323,2387
24,3990358,11631511,2388
52,3996719,11630964,2389
34,3989351,11632877,2390
32,3996619,11634997,2391
56,3994514,11642791,2392
30,4004929,11625686,2393
30,4009592,11662328,2394
10,3990917,11635016,2395
59,3991553,11620382,2396
22,3972355,11632666,2397
32,3998914,11649111,2398
22,4012489,11662742,2399
62,3986428,11639379,2400
24,4007585,11658265,2401
54,3989462,11645506,2402
51,3988400,11666159,2403
81,3994950,11635244,2404
22,4005329,11660890,2405
70,3998401,11631220,2406
52,4037440,11667777,2407
44,4013485,11712525,2408
40,3991425,11634983,2409
68,4021692,11624449,2410
46,3988217,11632044,2411
57,3993250,11642678,2412
76,3996486,11636398,2413
25,3995421,11645509,2414
18,3993750,11643830,2415
38,3998203,11641697,2416
48,3990965,11646355,2417
22,3986541,11642893,2418
53,3998511,11634520,2419
18,3999655,11638704,2420
52,3992765,11632780,2421
31,3996486,11631567,2422
66,3994245,11638251,2423
53,3999640,11647595,2424
20,3975167,11631340,2425
80,4034388,11663889,2426
54,3992242,11631655,2427
66,3986994,11645364,2428
48,3998391,11635930,2429
12,3990683,11644277,2430
42,3991590,11635855,2431
62,4031778,11662981,2432
30,3992445,11659371,2433
24,4000262,11626824,2434
61,3993759,11655876,2435
49,3982760,11646259,2436
52,3993241,11644927,2437
34,3995471,11622800,2438
30,3990340,11642159,2439
24,3990513,11634323,2440
10,3994293,11644932,2441
55,3996141,11637600,2442
38,3976187,11636091,2443
12,4004777,11626481,2444
32,3998069,11646936,2445
62,3973128,11632631,2446
66,3986744,11647117,2447
40,3997540,11638003,2448
44,3988415,11667800,2449
54,3983279,11617011,2450
65,3990746,11642865,2451
65,3990638,11643481,2452
20,3993366,11637357,2453
34,3999984,11634745,2454
25,3991261,11635691,2455
64,4031272,11662482,2456
40,3997421,11641081,2457
19,3985779,11628343,2458
32,3998074,11646926,2459
62,3983708,11638060,2460
62,3992848,11643421,2461
66,3985954,11638636,2462
19,4004988,11660775,2463
66,3985477,11650362,2464
24,3991165,11627510,2465
54,3995464,11635519,2466
38,3974552,11612979,2467
80,4028768,11664114,2468
73,3995016,11639147,2469
18,3991211,11668033,2470
10,3995279,11641850,2471
20,3986255,11637270,2472
40,3991999,11648410,2473
54,3998049,11636079,2474
54,3982355,11641889,2475
66,3995788,11628215,2476
73,3990594,11643752,2477
50,3989516,11631668,2478
48,3993634,11646853,2479
40,3997090,11631923,2480
46,3990959,11647199,2481
32,3993237,11648554,2482
42,3987439,11635789,2483
44,4015245,11711615,2484
76,3991718,11634697,2485
25,3989405,11649680,2486
49,3994829,11637543,2487
56,3997571,11636383,2488
25,3990651,11629612,2489
30,4008960,11666234,2490
60,3996052,11643262,2491
17,3984464,11635155,2492
52,3993290,11626466,2493
43,3990280,11637218,2494
44,3987377,11663901,2495
65,3998260,11631863,2496
29,3993610,11646858,2497
44,3976197,11632569,2498
52,3989772,11635727,2499
56,3992677,11631062,2500
36,4003725,11665274,2501
32,3997704,11636370,2502
10,3995829,11642803,2503
55,3997529,11634639,2504
40,3991144,11634657,2505
68,4021256,11623444,2506
65,3995145,11645477,2507
65,3990349,11642195,2508
78,4020406,11628770,2509
44,3988642,11627386,2510
76,3993214,11631989,2511
42,3988522,11630887,2512
21,3991147,11660157,2513
53,3989901,11647654,2514
24,3990102,11650109,2515
14,3975437,11683542,2516
55,3998755,11646022,2517
45,3995967,11644401,2518
40,3982503,11644488,2519
31,4007338,11631174,2520
56,3989895,11639390,2521
54,3993240,11642950,2522
66,3996446,11638829,2523
66,3988201,11635925,2524
50,4014408,11710345,2525
48,3972959,11611868,2526
56,4000105,11638940,2527
67,3997757,11636333,2528
24,3990502,11651664,2529
14,3990471,11663597,2530
40,3994557,11632325,2531
38,3997683,11643432,2532
46,3989149,11631526,2533
57,3990894,11635150,2534
52,4030658,11662347,2535
44,4013838,11712029,2536
48,3990966,11632207,2537
59,3986237,11637295,2538
78,4022017,11624735,2539
44,3997740,11634772,2540
38,3998782,11667674,2541
42,3997062,11637280,2542
28,3995551,11653350,2543
48,4002663,11632965,2544
52,3995981,11631685,2545
34,4034055,11663851,2546
22,3997572,11642273,2547
70,3998464,11634571,2548
54,4034196,11658289,2549
82,3999135,11632683,2550
17,3988804,11622602,2551
34,3995279,11642816,2552
32,3988771,11635855,2553
56,3999156,11633313,2554
27,3996546,11651449,2555
40,4007884,11658663,2556
36,4012473,11665124,2557
32,3992428,11651115,2558
55,3996232,11629643,2559
39,3987563,11645507,2560
29,3992809,11631987,2561
59,3990346,11642175,2562
22,3968577,11631595,2563
32,3996182,11644123,2564
73,3992681,11630625,2565
27,3993983,11631923,2566
44,3989933,11665502,2567
54,3987745,11637532,2568
32,3997804,11648124,2569
43,3996027,11644838,2570
58,4000275,11625107,2571
20,3986432,11647128,2572
24,3993092,11640256,2573
50,3986682,11635222,2574
20,3990847,11669655,2575
50,3995141,11629800,2576
29,3990183,11646850,2577
44,3974088,11633317,2578
40,4003830,11642646,2579
75,3995479,11642609,2580
24,3997251,11647042,2581
32,3986265,11643501,2582
54,3995889,11643353,2583
66,3986855,11634794,2584
30,3995454,11643339,2585
70,3991135,11645157,2586
73,3998038,11635484,2587
27,3996655,11634245,2588
66,3993144,11644131,2589
53,3993979,11642195,2590
50,4014409,11710307,2591
48,3973203,11611203,2592
66,3999247,11636173,2593
53,3995828,11643325,2594
44,3990496,11663346,2595
41,3989988,11658930,2596
53,3995329,11635533,2597
70,3994041,11636637,2598
45,3988825,11624983,2599
68,3996807,11631941,2600
43,3988039,11644435,2601
49,3992905,11643734,2602
66,3993216,11641315,2603
42,3989901,11666326,2604
71,3992583,11636703,2605
30,3978684,11632163,2606
78,4022775,11625763,2607
54,3976212,11651694,2608
34,3989840,11636638,2609
59,3997071,11644189,2610
32,3982564,11629694,2611
68,4021226,11614555,2612
38,3987644,11662928,2613
36,3990380,11646517,2614
54,3993830,11634329,2615
66,3988739,11647327,2616
19,3999204,11634653,2617
66,3982850,11649580,2618
27,3986943,11638333,2619
57,3991425,11641875,2620
50,4014407,11710328,2621
48,3972199,11611733,2622
50,4007942,11658252,2623
57,3993249,11644957,2624
53,3998419,11633733,2625
18,4000818,11636500,2626
55,4004424,11642716,2627
45,4005334,11661087,2628
27,3993474,11644418,2629
21,4000285,11634668,2630
30,3996726,11648377,2631
18,3990495,11650768,2632
50,3990704,11634645,2633
36,3990556,11643505,2634
76,3983847,11628059,2635
42,3996375,11642481,2636
30,3993255,11644254,2637
18,3988818,11633719,2638
40,3986661,11647109,2639
75,3999162,11633175,2640
50,3990217,11631051,2641
36,3999404,11644351,2642
45,3992918,11646305,2643
68,3997982,11642472,2644
66,3994641,11636602,2645
42,3990322,11663083,2646
66,3997580,11642198,2647
63,3993152,11637464,2648
58,3991419,11641802,2649
49,3991431,11621024,2650
52,4028048,11667703,2651
21,3990259,11624746,2652
10,3990413,11635931,2653
59,3992829,11624780,2654
78,4022299,11623002,2655
54,3989000,11635735,2656
43,3990680,11646122,2657
67,4000636,11633656,2658
53,3998295,11641435,2659
18,4007877,11658687,2660
46,4005295,11660920,2661
32,3991486,11657763,2662
32,3980595,11644453,2663
36,3996854,11637710,2664
62,3986019,11648150,2665
34,3995891,11642924,2666
32,3992206,11651053,2667
36,3999739,11628441,2668
24,3987657,11639524,2669
21,3996327,11642963,2670
11,3999130,11637417,2671
36,3995158,11634157,2672
32,3992267,11645569,2673
81,3997572,11634810,2674
48,3999520,11647261,2675
40,3996944,11630085,2676
14,4002603,11662162,2677
59,3990255,11624011,2678
39,4002862,11644201,2679
54,3987701,11636745,2680
39,4001543,11649636,2681
62,4033498,11662771,2682
78,4022450,11622734,2683
44,3991604,11635688,2684
29,3988735,11645688,2685
44,3977421,11632439,2686
40,3987278,11644982,2687
75,4000583,11628200,2688
76,4000576,11634640,2689
42,3996822,11648364,2690
25,4010327,11613588,2691
82,3993657,11640231,2692
19,3980107,11641186,2693
48,3971501,11607482,2694
52,3996733,11630565,2695
34,3988941,11634711,2696
65,3996999,11644321,2697
65,3994222,11641937,2698
30,3984694,11623543,2699
33,3973993,11613576,2700
46,3988786,11643027,2701
55,3990352,11665661,2702
26,3995676,11642593,2703
40,3993083,11657171,2704
52,3989898,11625380,2705
34,4004541,11625230,2706
38,3985780,11643318,2707
55,3986944,11666325,2708
40,3986081,11646556,2709
28,3985159,11618502,2710
38,3993156,11646084,2711
55,3989904,11662422,2712
30,4007037,11615460,2713
64,4031505,11665366,2714
38,3989569,11645993,2715
18,4001039,11646886,2716
28,3978288,11655787,2717
63,3993893,11613307,2718
34,3995425,11626950,2719
38,3966798,11631390,2720
10,3995942,11629284,2721
59,3992381,11622234,2722
10,4001274,11627268,2723
55,3999098,11639717,2724
38,3975466,11631997,2725
17,3997707,11648359,2726
60,3991431,11645530,2727
17,3997703,11641322,2728
40,3996958,11643967,2729
14,3990915,11640871,2730
32,3979137,11634783,2731
68,4021151,11623109,2732
54,3991384,11639960,2733
38,3974966,11633186,2734
42,3985588,11640912,2735
44,4031268,11725078,2736
20,3991086,11635120,2737
24,3991920,11645683,2738
28,3997949,11640265,2739
50,3990521,11642058,2740
29,3994763,11646682,2741
44,3976203,11631118,2742
24,4007841,11658665,2743
54,3990912,11646960,2744
48,3990449,11644456,2745
59,3995606,11627419,2746
40,3990982,11647220,2747
68,4024053,11615814,2748
48,3998743,11634011,2749
40,3994357,11646815,2750
39,3989212,11649476,2751
35,3995796,11629972,2752
30,3973454,11613467,2753
22,3994495,11633829,2754
48,3991498,11647206,2755
45,4005352,11661059,2756
42,3986857,11636658,2757
62,4029260,11662262,2758
18,3985661,11633376,2759
22,3990969,11636496,2760
30,4002767,11630325,2761
30,4017375,11661667,2762
46,3989295,11635711,2763
57,3997206,11641853,2764
66,3994138,11640214,2765
53,3999769,11646430,2766
22,3995777,11640747,2767
70,3990718,11619271,2768
48,3985977,11645232,2769
75,3984189,11634945,2770
66,3985443,11636252,2771
50,4002471,11630502,2772
41,3991113,11634027,2773
66,3990561,11642272,2774
62,3993033,11649680,2775
34,3989635,11641249,2776
26,3993497,11649667,2777
66,3994541,11645579,2778
78,4021117,11622084,2779
44,3989138,11631415,2780
66,3989938,11647569,2781
54,3992222,11635269,2782
40,3993228,11644072,2783
54,4000360,11633398,2784
38,3992496,11663352,2785
42,4003039,11631830,2786
36,4012709,11664525,2787
32,3992257,11655759,2788
41,3990797,11642230,2789
66,3991657,11643474,2790
66,3987280,11627556,2791
65,3986399,11637975,2792
82,3995665,11628492,2793
64,3991144,11645602,2794
58,4034018,11663965,2795
32,3998409,11634695,2796
14,3992979,11625876,2797
37,3989396,11637027,2798
54,3991056,11632942,2799
66,3989204,11645173,2800
50,3992697,11627627,2801
57,3993200,11638614,2802
66,3991453,11648802,2803
63,3995215,11631572,2804
68,3996072,11633076,2805
31,4005392,11639939,2806
48,3990344,11642135,2807
12,3991055,11636136,2808
62,3990869,11644953,2809
34,3991519,11635808,2810
44,3990459,11663380,2811
54,3991008,11642055,2812
40,3994117,11636991,2813
54,3997541,11636981,2814
27,3990748,11644664,2815
40,3991528,11633903,2816
30,4002372,11629467,2817
12,4008368,11631959,2818
66,3990695,11647146,2819
54,3991260,11633274,2820
24,3999716,11628447,2821
54,3983914,11638808,2822
44,3988174,11664443,2823
41,3989635,11645422,2824
44,3989454,11667140,2825
54,3983592,11623298,2826
20,3993941,11642709,2827
32,4014520,11627011,2828
66,3998716,11639456,2829
63,3994374,11645666,2830
73,3994148,11643229,2831
50,4003803,11641591,2832
27,4004350,11661074,2833
40,3994440,11645685,2834
40,3984836,11642738,2835
31,3999284,11637284,2836
51,3988417,11663945,2837
81,3993916,11643136,2838
52,3999939,11642407,2839
64,4003562,11642364,2840
20,3977620,11631963,2841
80,4035099,11662788,2842
24,3997212,11649338,2843
32,3984603,11644006,2844
40,3989216,11643060,2845
75,3995667,11645094,2846
42,3990412,11640536,2847
20,3988317,11643167,2848
44,3988875,11675056,2849
54,3987705,11636694,2850
58,4003688,11632590,2851
36,3988317,11646899,2852
68,3996102,11639799,2853
66,3990429,11645403,2854
35,3991304,11619256,2855
24,3995606,11642844,2856
49,4000090,11636963,2857
56,3998080,11636359,2858
52,3994693,11633609,2859
31,4010006,11637537,2860
65,3984029,11623115,2861
59,3996527,11637895,2862
44,3985595,11669455,2863
54,3983764,11640893,2864
40,3987262,11654073,2865
68,4020843,11625239,2866
30,3996689,11632810,2867
22,4005383,11660971,2868
66,3986731,11628822,2869
40,3976271,11632559,2870
60,3999012,11647101,2871
46,3996436,11637367,2872
65,3986474,11628846,2873
24,3988655,11633384,2874
20,3976204,11632786,2875
80,4035102,11662827,2876
62,3992711,11649174,2877
34,3989621,11641256,2878
30,3976086,11617994,2879
22,3988845,11633552,2880
76,3992289,11629527,2881
25,3991640,11644430,2882
27,3992085,11643269,2883
40,3997740,11633106,2884
44,3988747,11664856,2885
41,3989761,11645326,2886
71,3998020,11635127,2887
54,3987027,11662953,2888
61,4009572,11637241,2889
28,3988542,11638369,2890
16,3972240,11645841,2891
37,4009371,11640721,2892
48,3992978,11649837,2893
45,3997145,11637591,2894
49,3999499,11636809,2895
32,3997809,11648378,2896
20,3986950,11627747,2897
32,3995819,11644527,2898
73,3994840,11643236,2899
50,3979052,11639234,2900
44,4019822,11621895,2901
49,3987085,11638633,2902
60,3992175,11633522,2903
46,3991820,11644382,2904
38,3972964,11615364,2905
80,4033486,11662833,2906
16,3988839,11620057,2907
14,3980947,11635356,2908
46,3998803,11642554,2909
81,3994835,11650606,2910
42,3986909,11635893,2911
44,4015243,11711880,2912
10,3995213,11672792,2913
20,3998048,11642828,2914
42,3988821,11635272,2915
30,3995374,11622795,2916
46,3992067,11643447,2917
55,3990088,11668257,2918
32,4002495,11628686,2919
35,3991393,11648985,2920
22,4021214,11623857,2921
62,3988879,11646648,2922
82,3993609,11632223,2923
64,3986853,11643323,2924
32,3995029,11631824,2925
81,3997468,11631229,2926
52,4032808,11663265,2927
44,4014408,11710336,2928
66,3976099,11633731,2929
40,3995121,11628237,2930
48,3988206,11638704,2931
56,3987921,11630531,2932
42,3987702,11636156,2933
44,4014406,11710345,2934
48,3994779,11645251,2935
16,3991230,11635352,2936
40,4005363,11660960,2937
80,4030852,11663664,2938
38,3994733,11646688,2939
36,3990140,11663281,2940
32,3989822,11641206,2941
36,4002965,11625926,2942
65,3990609,11626740,2943
59,3990356,11640061,2944
58,3999672,11639338,2945
49,3987008,11646419,2946
17,3991312,11642056,2947
14,4002844,11641149,2948
40,3989167,11644378,2949
75,3990262,11625388,2950
30,3971829,11615777,2951
33,3973283,11611436,2952
42,3993718,11633332,2953
30,3993429,11610204,2954
65,3996860,11634700,2955
28,4044411,11598728,2956
32,3993141,11650259,2957
36,4003247,11627604,2958
11,4003287,11628770,2959
36,3991173,11645177,2960
66,3997826,11637430,2961
65,3995166,11639418,2962
66,3987094,11638415,2963
63,3994794,11641728,2964
40,3992538,11663646,2965
19,3991170,11624299,2966
46,3995567,11640165,2967
57,3993005,11641087,2968
66,3999277,11632427,2969
42,3988061,11663204,2970
14,3992879,11642304,2971
59,3990980,11618347,2972
48,3990991,11645266,2973
45,3994635,11644932,2974
24,3994185,11638780,2975
14,3985394,11680818,2976
50,3999656,11638514,2977
57,3990262,11624567,2978
51,3989114,11668598,2979
81,3986051,11628993,2980
65,3987967,11626551,2981
59,3996621,11635883,2982
46,3985942,11636946,2983
57,3999228,11641751,2984
82,3993936,11639362,2985
20,3991767,11635336,2986
62,3991142,11648459,2987
34,3995969,11641887,2988
61,3992281,11625927,2989
49,3990178,11650901,2990
53,3991546,11641380,2991
20,4011852,11640599,2992
20,3997921,11640255,2993
68,3996621,11632030,2994
18,3981635,11633010,2995
39,3994405,11664807,2996
45,3988574,11628904,2997
66,3997505,11645614,2998
46,3984874,11637561,2999
57,3995515,11644968,3000
52,3988481,11635154,3001
56,3988493,11638439,3002
44,3990309,11662184,3003
41,3994799,11641938,3004
28,3989922,11631427,3005
63,3999257,11646052,3006
25,3994682,11672383,3007
54,3995651,11645718,3008
19,3991458,11641907,3009
66,3985978,11647418,3010
17,3990711,11647900,3011
47,3994430,11629578,3012
78,4019895,11622808,3013
44,3991673,11645934,3014
51,3989212,11664027,3015
81,3993990,11643105,3016
48,3998404,11635929,3017
12,4007938,11658235,3018
66,3992408,11644890,3019
66,3985585,11636611,3020
65,3990481,11625863,3021
59,3998330,11633090,3022
38,3973381,11613252,3023
80,4034069,11663486,3024
38,3972982,11612910,3025
80,4031675,11663920,3026
52,4031485,11665398,3027
44,4013455,11711254,3028
51,3990161,11670915,3029
81,3986336,11628815,3030
25,3989779,11637781,3031
54,3993573,11649876,3032
40,3993214,11639720,3033
54,4000165,11633285,3034
40,3988677,11640033,3035
31,3994562,11630411,3036
78,4019914,11623041,3037
44,3984114,11629024,3038
36,4011533,11653491,3039
32,3990414,11642058,3040
40,3995672,11634588,3041
38,3996426,11648831,3042
24,3995124,11636138,3043
32,3988219,11666088,3044
46,3989787,11639378,3045
57,3996638,11640389,3046
68,3990650,11630040,3047
66,3996748,11640660,3048
20,3990492,11650770,3049
24,3992302,11629890,3050
62,3996609,11633518,3051
66,3988866,11630037,3052
52,4029508,11660646,3053
44,4013611,11701608,3054
20,3996435,11630125,3055
34,3986935,11665738,3056
40,3990447,11635580,3057
24,4003405,11660666,3058
40,3986621,11629335,3059
68,4021424,11624464,3060
45,3997980,11633615,3061
66,3999093,11640130,3062
46,3990625,11630618,3063
19,3988008,11647642,3064
52,3990261,11623112,3065
34,4004196,11625452,3066
52,4000551,11650073,3067
56,3990820,11634502,3068
29,3990640,11647182,3069
44,3973944,11633329,3070
41,3990274,11623880,3071
66,3985969,11647467,3072
44,3988551,11667985,3073
65,3992625,11645571,3074
54,3997144,11639565,3075
66,3990640,11641497,3076
58,4033417,11664190,3077
10,4046264,11598425,3078
40,3987474,11647021,3079
42,4004581,11634517,3080
50,4003985,11632681,3081
57,3996164,11645298,3082
66,3986348,11636902,3083
40,3989346,11630448,3084
58,4031347,11663182,3085
28,3987752,11637614,3086
25,3999482,11647108,3087
64,4030982,11662264,3088
24,3997908,11646034,3089
68,3996235,11639743,3090
18,3986486,11637289,3091
59,3989605,11630662,3092
24,4004567,11640220,3093
36,3997949,11648185,3094
30,3992594,11617462,3095
12,4045856,11597192,3096
22,3976544,11633251,3097
70,3989245,11642888,3098
38,3973059,11612973,3099
80,4035867,11665455,3100
10,3980100,11638811,3101
59,3992381,11622234,3102
66,3991594,11644421,3103
42,3988723,11667536,3104
18,3990607,11636078,3105
38,3992953,11644917,3106
60,3990231,11626380,3107
17,3970554,11643657,3108
52,3995388,11642605,3109
56,3993145,11633803,3110
66,3992209,11644713,3111
53,3993984,11643093,3112
71,3998520,11634421,3113
30,3975539,11631007,3114
30,3973455,11613493,3115
22,3993312,11635386,3116
30,4007726,11658070,3117
24,4000148,11626779,3118
22,4046436,11599424,3119
54,3994542,11638771,3120
58,3991200,11643091,3121
20,3984784,11633257,3122
28,3990542,11643757,3123
50,3989671,11625867,3124
61,3991858,11658000,3125
49,3981660,11633001,3126
32,3998206,11641228,3127
28,3986344,11630281,3128
18,3981716,11628757,3129
47,3996417,11648507,3130
34,3964280,11632160,3131
40,3998517,11630606,3132
42,3987214,11643844,3133
30,3990115,11623153,3134
45,3998350,11631050,3135
66,4007010,11641821,3136
26,3993969,11643059,3137
44,3978909,11633725,3138
26,3998251,11632077,3139
40,3993651,11642538,3140
20,3972056,11634435,3141
80,4030747,11663030,3142
28,3997583,11641407,3143
48,3992280,11634700,3144
40,3992144,11643349,3145
68,4020808,11625259,3146
82,3986749,11629337,3147
64,3996372,11629185,3148
48,4008844,11654533,3149
16,3999721,11627597,3150
32,3991172,11645536,3151
36,4004092,11629714,3152
22,3982514,11629685,3153
70,3995023,11639631,3154
38,3992841,11647195,3155
36,4007817,11658683,3156
46,3991456,11649206,3157
57,4015713,11625364,3158
76,3993216,11634332,3159
42,3996202,11646361,3160
49,4005323,11661138,3161
56,3983884,11646417,3162
52,3993344,11634940,3163
34,4001241,11626543,3164
26,3992121,11643226,3165
66,3993778,11646857,3166
53,3992726,11618305,3167
20,3986545,11637409,3168
66,3996772,11638965,3169
66,3990307,11641886,3170
41,3991120,11634031,3171
66,3990643,11642276,3172
24,3997711,11647319,3173
14,3986960,11664499,3174
16,3986376,11636782,3175
10,3988256,11641922,3176
66,3989430,11636835,3177
65,3990585,11632717,3178
40,3991453,11648753,3179
14,3995456,11635522,3180
73,3995260,11638928,3181
18,3991116,11668536,3182
29,3988935,11624706,3183
59,3999330,11639694,3184
54,4031017,11662337,3185
82,3997160,11633220,3186
40,3995627,11637288,3187
10,4006246,11633345,3188
68,3996316,11649719,3189
66,3991127,11649375,3190
40,3993250,11643783,3191
80,4031876,11662471,3192
39,3989953,11653394,3193
47,3988749,11632615,3194
46,3987663,11634288,3195
81,3999901,11640643,3196
20,3990525,11663490,3197
50,3993779,11638982,3198
27,3990732,11645162,3199
21,3998098,11642469,3200
52,3984459,11641505,3201
20,4012932,11665079,3202
60,3999453,11646214,3203
46,3990890,11636722,3204
65,3988486,11626266,3205
59,3989810,11636705,3206
44,3988262,11667936,3207
16,4008053,11656191,3208
50,4014408,11710293,3209
48,3973132,11610382,3210
10,3989840,11636431,3211
34,3993025,11649587,3212
58,4033197,11662555,3213
32,3994914,11664911,3214
40,3985584,11639840,3215
80,4031386,11663919,3216
65,3996509,11643554,3217
28,4046479,11598501,3218
27,3987006,11644658,3219
57,4007937,11658205,3220
17,3950963,11631833,3221
28,3992446,11663361,3222
19,3994598,11636599,3223
16,3989641,11640589,3224
20,3972058,11635518,3225
80,4030753,11663193,3226
30,3974301,11604166,3227
22,3992805,11635327,3228
62,3991138,11648548,3229
35,3981614,11630062,3230
50,3987658,11635563,3231
36,4003135,11642024,3232
54,3999782,11631790,3233
66,3986898,11643183,3234
38,3972176,11611479,3235
80,4034188,11663772,3236
82,3993128,11634564,3237
20,3986857,11652881,3238
66,3994761,11640859,3239
42,3989732,11665841,3240
42,3989956,11640894,3241
20,3984891,11641540,3242
66,3997389,11639792,3243
28,4044840,11597686,3244
66,4014901,11627697,3245
53,4006384,11635124,3246
26,3997536,11624964,3247
39,3986396,11637350,3248
52,3992398,11625866,3249
34,3998283,11629960,3250
32,3998375,11640102,3251
62,3984568,11643298,3252
30,3989696,11623694,3253
12,4045399,11599268,3254
42,3997437,11631136,3255
62,4030907,11665191,3256
82,3996427,11647251,3257
64,3991738,11640887,3258
45,3997507,11633766,3259
68,3993128,11636900,3260
35,3992354,11618757,3261
59,3996611,11634058,3262
30,3998026,11635113,3263
12,4045404,11598992,3264
32,3995235,11643048,3265
62,3993946,11641116,3266
73,3998032,11635289,3267
27,3997829,11636356,3268
50,4016080,11710859,3269
48,3972976,11612714,3270
40,3989922,11647453,3271
10,3991043,11645316,3272
25,3995644,11653563,3273
64,4034081,11662890,3274
28,3997033,11634695,3275
50,3999544,11632851,3276
34,3989921,11631377,3277
38,3971188,11632632,3278
30,4006839,11627288,3279
64,4039422,11657913,3280
50,3989498,11631435,3281
57,3995279,11647027,3282
66,3997166,11635949,3283
42,3990111,11668310,3284
18,4005254,11660922,3285
59,3991862,11649587,3286
24,3998787,11645811,3287
14,3988040,11665922,3288
52,3988734,11633401,3289
31,3990802,11640678,3290
52,3997892,11630212,3291
34,3989500,11631452,3292
24,3993084,11632110,3293
55,3999281,11632665,3294
55,3997396,11640108,3295
39,3990907,11640631,3296
46,3988582,11659003,3297
32,3997063,11648383,3298
52,3991467,11635833,3299
31,3989876,11645559,3300
25,3988366,11636845,3301
64,4028293,11667225,3302
10,3991101,11645171,3303
55,3992970,11637359,3304
66,3999164,11633368,3305
66,3980163,11647568,3306
68,3987083,11634785,3307
31,4017534,11638269,3308
65,3990600,11626747,3309
59,3990002,11640046,3310
58,3991644,11646031,3311
49,3995186,11646789,3312
66,3992679,11633958,3313
40,3986506,11637294,3314
10,3995013,11640109,3315
20,3977819,11649929,3316
71,3997805,11636364,3317
54,3988739,11664830,3318
28,3983554,11649732,3319
63,3991679,11625868,3320
58,3995678,11637065,3321
36,3998933,11639914,3322
58,4030854,11662551,3323
32,3988210,11627532,3324
24,3989283,11636863,3325
54,3991395,11640452,3326
34,3975447,11634418,3327
40,3994055,11642711,3328
65,3992225,11634698,3329
65,3996382,11640133,3330
40,3989611,11632646,3331
42,3999012,11638171,3332
14,3992155,11625863,3333
37,3991035,11646869,3334
46,3992019,11640423,3335
57,3991420,11640681,3336
54,3983851,11640102,3337
66,3995791,11628214,3338
28,3989135,11647132,3339
63,3993961,11640607,3340
39,3990309,11641871,3341
62,4026469,11664011,3342
34,3997529,11633936,3343
62,3988840,11627817,3344
44,4022280,11621653,3345
10,3994328,11642682,3346
61,3983066,11618637,3347
49,3970029,11640438,3348
44,3990618,11665663,3349
12,3996912,11639594,3350
52,3998066,11631028,3351
34,4002201,11625998,3352
40,3986793,11647114,3353
75,3999123,11633419,3354
68,3998046,11635736,3355
66,3992863,11631369,3356
40,3996171,11638063,3357
68,4020668,11624236,3358
32,3990640,11642352,3359
38,4001087,11650722,3360
56,3991774,11645165,3361
67,3988730,11647194,3362
29,4007113,11634414,3363
59,3987180,11643831,3364
48,3994758,11644922,3365
45,3990845,11647596,3366
51,3988583,11667296,3367
81,3989621,11636826,3368
60,3988271,11632054,3369
46,3994956,11636995,3370
42,3990718,11640419,3371
20,3985423,11640805,3372
17,3988622,11628891,3373
34,3992695,11651140,3374
68,3993997,11634583,3375
31,4002543,11640557,3376
30,3992095,11643950,3377
70,3997593,11636377,3378
32,3993128,11627255,3379
68,4023273,11613088,3380
33,3996034,11637886,3381
34,3988820,11637801,3382
44,3991715,11635809,3383
49,3997337,11633213,3384
18,3982369,11629391,3385
47,3997264,11648008,3386
49,3984717,11643986,3387
56,4003254,11631027,3388
19,3973803,11639912,3389
30,4002931,11635346,3390
66,3999051,11639500,3391
54,3991566,11633490,3392
48,3982329,11652061,3393
45,4000892,11646137,3394
38,3991085,11658960,3395
36,3989141,11663437,3396
66,3998284,11638131,3397
66,3994367,11645590,3398
54,3998763,11632689,3399
66,3989198,11635716,3400
26,4000120,11656665,3401
66,3996275,11634715,3402
36,4008725,11665882,3403
32,3990857,11652816,3404
24,3993513,11642058,3405
50,3993921,11634570,3406
46,3988213,11638793,3407
55,3989496,11668026,3408
32,3989018,11630456,3409
34,4001579,11633996,3410
52,3990046,11638769,3411
34,3983788,11627994,3412
76,3989574,11632911,3413
42,3998365,11646462,3414
45,3998056,11635415,3415
68,3993995,11633705,3416
32,3996876,11639569,3417
62,3997044,11637209,3418
38,3976681,11607947,3419
80,4032994,11663293,3420
18,3998114,11640143,3421
38,3991718,11648346,3422
66,3986368,11640182,3423
40,3976233,11629731,3424
