,index,id,counter,num,time,latitude,longitude,load,center_idx
172,77005,27895027a861e1ef9a7f1c824b51d0d0,16,6410,2016-09-01 09:27:56,39.92364,116.34804,0,1734
173,419599,d80ec5cc4835736540c8dbcb287ce3bd,51,6363,2016-09-01 22:01:33,39.83924,116.27449,0,49
174,235008,798fbaee5f86624b1927a1a0ca579212,14,6361,2016-09-01 16:42:59,39.92186,116.45402,0,3033
175,382863,c477f09406b4d8afd37835564dc5526b,40,6378,2016-09-01 19:34:35,39.89052,116.68608,0,3502
176,52918,1c0f9665d1ada5f609e72a2098e8df0f,88,6406,2016-09-01 08:45:30,39.9319,116.40366,0,2281
177,348302,b31a0b78c2282a450a455c91824ff14f,38,6415,2016-09-01 14:02:36,39.99741,116.28337,0,50
178,333230,ab421a9e84a94328d06b92dd74ff2cd0,55,6414,2016-09-01 11:02:03,39.97739,116.31896,1,2577
179,42661,16b02e8fbe2c861937aee22def24073e,28,6373,2016-09-01 10:53:57,39.92454,116.50384,0,1847
180,349142,b3661012f93b48f1fd16b3434d98d854,32,6412,2016-09-01 14:39:50,40.02945,116.41147,1,3469
181,476339,f679dfbe2733e9095f64d52d44d7a2fb,62,6364,2016-09-01 09:10:13,39.87671,116.35643,1,51
182,57934,1e2e2c215a0ad44674039d36f3eba2fa,64,6364,2016-09-01 21:17:35,39.98079,116.41806,1,3441
183,443057,e53cef7e1591a36da1ffffaeaccd1585,75,6363,2016-09-01 15:34:43,39.96833,116.42988,1,119
184,65911,224cc7fc23ee73cc204ab99e22f4de7d,49,6668,2016-09-01 21:37:31,40.0727,116.41058,0,2718
185,348980,b3578b3861183afd0f103a3646741adc,65,6361,2016-09-01 19:19:03,39.91263,116.33476,1,1755
186,259769,85c050a6b354e98027528404d35b8f32,26,6381,2016-09-01 21:07:26,39.80481,116.45342,1,1253
187,96365,319035d1f539f036bf8763edf2754cc3,22,6381,2016-09-01 21:38:10,40.03445,116.36503,1,52
188,103075,35577c9d7b5de201134e618be52d0b85,18,6374,2016-09-01 18:18:38,39.86376,116.42435,0,1559
189,464959,f015f0ece450761291c0de3e40dda07b,59,6363,2016-09-01 22:11:48,39.97184,116.442,0,53
190,407351,d224fa284c0cb87f7b12d86bb19d973b,30,6406,2016-09-01 19:16:01,39.94348,116.29768,1,54
191,494441,ffd2e472b89bb846f0040b373e6e4d38,12,6364,2016-09-01 05:26:22,39.93327,116.36198,1,1532
192,373889,c011d3c316b4bad96b1de617b71314f2,28,6415,2016-09-01 10:40:37,39.86334,116.36809,1,2406
193,338927,adf84987a0ba25e7577bb1def68001a4,29,6406,2016-09-01 19:07:14,39.86428,116.2937,0,55
194,364437,baf5099f6c7cd26b531a5d19db62c0bb,31,6415,2016-09-01 10:42:17,39.91728,116.42021,1,241
195,77858,2807cff5ae64618c163c30d0d347f2d9,28,6395,2016-09-01 16:54:03,39.86472,116.37329,0,1664
196,368998,bd943ebae2532479ad5a127799966840,46,6406,2016-09-01 08:00:35,39.86029,116.48149,1,1069
197,289465,94b6107159ce46ea4d717bcce8033b30,80,6372,2016-09-01 08:21:16,39.99767,116.48104,0,787
198,469081,f261243a4c20c4575703a92a38504ddb,56,6415,2016-09-01 19:28:33,39.92738,116.45495,1,2506
199,178442,5d3afca5cc63253b1f02bc06c819ca28,39,6410,2016-09-01 14:49:43,39.95745,116.43345,1,867
200,285607,92ab3278eb1be0bf28b411ce48667f10,45,6415,2016-09-01 17:31:13,40.0547,116.29795,0,56
201,260431,8618f40fb42544594b87cc8e15b76663,52,6378,2016-09-01 16:46:59,39.88972,116.65032,1,2212
202,34988,12b58a4c12a35f4d8fd2b09a80d572f5,40,6403,2016-09-01 21:33:31,39.88586,116.38667,1,650
203,428241,dcf2906a1d4a7ba8c1adc90edf9de655,34,6402,2016-09-01 18:12:48,39.90881,116.40045,1,1725
204,397150,cc30db9b7fb30a00219eb4d65c3daa02,38,6412,2016-09-01 06:59:44,39.92639,116.28051,0,57
205,226110,7504e0b580fd8ccc56c4c19f3e2e517e,62,6406,2016-09-01 05:55:16,39.87986,116.29986,0,1977
206,82052,2a75899bc504425e63c8f38befbe65cc,63,6409,2016-09-01 16:41:23,39.79151,116.39158,0,1985
207,125407,4199d1e5aefb4c68b0bf85c197c94b79,32,6381,2016-09-01 08:04:50,39.86719,116.42708,1,1559
208,37975,144985cb86a50c645e18cc95db2ec317,68,6364,2016-09-01 17:07:25,40.00061,116.38489,1,2448
209,94476,3062d6f98fcc766110710922507c0944,69,6409,2016-09-01 20:26:47,39.91418,116.4885,1,2576
210,66445,2277ca3ddeebe380389659ad77aa46f8,38,6363,2016-09-01 21:50:01,39.9248,116.59354,1,2409
211,139863,496d91541a3ce322a2e0e59988ec7c44,35,6391,2016-09-01 14:30:44,40.05318,116.61097,0,58
212,273843,8cf729f0b10a6ad6f6274edf3b86ab03,34,6361,2016-09-01 17:28:10,39.88291,116.47713,1,1131
213,175399,5b8d4b81e5751261b8dd4e43c2f7a737,50,6378,2016-09-01 12:13:10,39.90072,116.62103,0,980
214,335924,ac8d74accceec5025748f85fc7840b48,44,6378,2016-09-01 16:20:46,39.87023,116.69222,0,2371
215,309460,9ef9779a3fff60a25e8abff971b6fad2,31,6381,2016-09-01 10:24:52,39.99758,116.49544,0,994
216,22916,0c8bbe0c09f2293b206c7fe87fe2d214,70,6381,2016-09-01 22:42:51,39.83592,116.39973,1,772
217,39257,15164c2c83d1ff3d4ea9f1cbabaa9d31,90,6409,2016-09-01 11:37:42,40.22301,116.23829,1,2332
218,136839,47e30bda1425aa08dbfd14561dfe3742,42,6406,2016-09-01 09:54:37,39.98148,116.29948,1,686
219,477358,f6ef963e00390a87f523cebbba9e7762,54,6415,2016-09-01 12:26:27,39.94848,116.31086,1,59
220,306462,9d9041d4adf5374305b989760ea7eca9,34,6374,2016-09-01 15:58:30,39.94991,116.31103,1,60
221,168359,57ee6e403e052badf25a658a2b141eb1,84,6409,2016-09-01 15:08:45,39.93943,116.39708,1,3427
222,279461,8f85534ff95f02a9b109691cbd2e30fc,12,6364,2016-09-01 18:51:44,39.84951,116.3818,0,3512
223,374495,c073c67eb77fe0e325ec7a53d17c2214,60,6381,2016-09-01 18:42:01,39.92189,116.34533,0,2763
224,138363,4881e41101dade569aa71787160bf416,38,6406,2016-09-01 10:29:17,39.86827,116.52767,1,1262
225,27591,0eecf760c4ced6e78a6102a443e82dec,14,6414,2016-09-01 07:04:47,39.87026,116.65528,0,3419
226,262537,872c7aa209c8ce68fd17a16fd24395b3,28,6406,2016-09-01 16:06:33,39.93847,116.50881,0,1637
227,65942,22563e05401e36580c51f817a44c9595,42,6378,2016-09-01 17:34:44,40.05346,116.60907,0,61
228,297776,990db559cbcd71705097ef969498ce69,36,6361,2016-09-01 14:37:27,39.88389,116.38676,1,650
229,212804,6ea3f400ff92bb3ac23a09a70e1e58e1,70,6378,2016-09-01 18:43:35,39.90494,116.69066,1,3502
230,108090,38216bff3738dae18168185b4ca8356f,12,6403,2016-09-01 16:35:29,40.11452,116.67703,1,894
231,490231,fdb41a99046150980e3a050eac9b9234,42,6410,2016-09-01 07:11:36,39.94121,116.4105,0,2218
232,12184,067b03291c173f624e756b51fe961e7b,28,6414,2016-09-01 07:25:43,39.77707,116.28831,0,62
233,302168,9b5767ec2049ddb8d5bce5fbca3910e0,63,6382,2016-09-01 07:08:46,39.92265,116.28475,0,63
